source_text,target_text,source_lang,target_lang,origin,detected_lang
"WER WIR SIND – UNSERE UNTERNEHMENSKULTUR UND IDENTITÄT To fully understand what you get when you work together with PRIMO, you must know and understand our culture; who we are, why we are here (our purpose), and how we work.","Pour comprendre pleinement ce que vous recevez en collaborant avec PRIMO, il est nécessaire de connaître et d' comprendre notre culture : qui nous sommes, pourquoi nous existons (notre raison d'être) et comment nous fonctionnons.",ita_Latn,fra_Latn,pdf_mining,en
"WER WIR SIND – UNSERE UNTERNEHMENSKULTUR UND IDENTITÄT To fully understand what you get when you work together with PRIMO, you must know and understand our culture; who we are, why we are here (our purpose), and how we work.","Para comprender plenamente lo que recibes al trabajar con PRIMO, es necesario saber y comprender nuestra cultura: quiénes somos, por qué estamos aquí (nuestra razón de ser) y cómo operamos.",ita_Latn,spa_Latn,pdf_mining,en
"What's more, versions with integrated spacing elements (20 mm or 40 mm) as well as spacer profiles (10 mm) for individual doubling are available to respond to individual requirements on site.","In addition, versions with integrated spacing elements (20 mm or 40 mm) as well as spacer profiles (10 mm) for individual doubling are available to meet specific on-site requirements.",ita_Latn,eng_Latn,pdf_mining,en
"What's more, versions with integrated spacing elements (20 mm or 40 mm) as well as spacer profiles (10 mm) for individual doubling are available to respond to individual requirements on site.","En sus, des versions équipées d'éléments d'espacement intégrés (20 mm ou 40 mm) ainsi que de profils d'espacement (10 mm) pour le doublement individuel sont disponibles pour répondre aux exigences individuelles sur site.",ita_Latn,fra_Latn,pdf_mining,en
"What's more, versions with integrated spacing elements (20 mm or 40 mm) as well as spacer profiles (10 mm) for individual doubling are available to respond to individual requirements on site.","Además, están disponibles versiones con elementos de espaciado integrados (20 mm o 40 mm) así como perfiles de espaciado (10 mm) para dobleces individuales, para satisfacer requisitos específicos en el sitio.",ita_Latn,spa_Latn,pdf_mining,en
EINFACH DEN QR-CODE SCANNEN.,Simply scan the QR code.,ita_Latn,eng_Latn,pdf_mining,so
"Deceuninck can offer a technical design service for suitable schemes embracing: • product selection and application • technical review to confirm compliance with Building Regulations • advice on exposure conditions • wind load calculations • framing construction and design solutions • generation of scheme drawings for tendering purposes • technical specification • window samples for client/authority approval TECHNICAL AND SPECIFICATION SUPPORT 96 CONTEMPORARY 5000 RESIDENTIAL DOOR COMBINING NEW MATERIALS AND PROCESSES LINKTRUSION® INCREASES MAXIMUM PRODUCT SIZES AND IMPROVES THERMAL PERFORMANCE 97 CONTEMPORARY 5000 RESIDENTIAL DOOR MAXIMUM SASH DIMENSIONS 800 850 900 950 1000 1050 1100 1150 1200 1250 1300 1350 1400 1450 1500 1550 1600 1650 1700 1750 1800 1850 1900 1950 2000 2050 2100 2150 2200 2250 2300 2350 2400 2450 2500 600 650 700 750 800 850 900 950 1000 1050 1100 1150 1200 Height (mm) Width (mm) 5000 Single Door 5512/13 Kitemark approved 98 CONTEMPORARY 5000 FRENCH DOOR SIZE LIMITATION AND PERFORMANCE CHARACTERISTICS CONTEMPORARY 5000 PVC-U DOOR SYSTEM OPEN IN (MASTER LEAF) 1050 2415 2 A3 1200 7A WATER TIGHTNESS CLASSIFICATION DOOR TYPE LENGTH (MM) - MAXIMUM HEIGHT (MM) - MAXIMUM (INCLUDING CILL) AIR PERMEABILITY CLASSIFICATION RESISTANCE TO WIND CLASSIFICATION EXPOSURE CATEGORY AS GIVEN IN TABLE 1 OF BS 6375-1:2009 SASH DIMENSIONS FOR DOORS WITH APPROVED OUTER FRAME AND SASH PROFILES FRAMING • choice of three outer frame sizes (54mm, 64mm, 70mm) • Part M compliant low threshold SEALS/GASKETS • main profiles supplied with high-performance integral multifunctional seal/gasket REINFORCING • galvanised steel profiles optimised for strength and rigidity • thermal reinforcement option, glass fibre reinforced steel DOOR STYLES • open in open-out • fan lights and side-light frames FABRICATION • fully welded construction • mechanically joined transoms/mullions GLAZING • choice of four glazing bead styles • glazing options from 17mm up to 54mm thickness • Georgian bar ANCILLARIES • frame extensions and cills • lightweight and structural coupling members HARDWARE • 18.5mm cavity depth • 8mm sash cover • 17mm rebate height SECURITY • Kitemarked approved to PAS 24 enhanced security standard THERMAL INSULATION • Ud 0.78 W/m2k • DSER E to A++ DESIGN • patented Linktrusion® technology for enhanced thermal and structural performance • complements classical and contemporary architecture • semi-flush external contour • 100% recyclable • personalise with glazing bead options • white colour RAL 9016 • many foil colour options available from stock • Decoroc® colours and more foils on request DOUBLE LEAF OPEN IN 2200 2500 2 A3 1200 7A DOUBLE LEAF OPEN OUT 2200 2500 2 A3 1200 7A SLAVE LEAF 1050 2415 2 A3 1200 7A 99 CONTEMPORARY 5000 FRENCH DOOR A PAS 24 P A S 2 4 A P P R O V E D E N H A N C E D S E C U R I T Y P E R F O R M A N C E Specification Support forms an essential link between architects, specifiers and approved Deceuninck fabricators and installers.",Deceuninck can provide a technical design service for suitable schemes that include:,ita_Latn,eng_Latn,pdf_mining,en
The box can also be quickly and efficiently installed afterwards.,The box can also be easily and quickly installed afterwards.,ita_Latn,eng_Latn,pdf_mining,en
137 138 165 166 205 206 180 182 SK45 34 35 SK-90 EXTERNAL ADAPTIVE ROLLER SHUTTER MAXIMUM ROLLER SHUTTER HEIGHT (WINDOW HEIGHT + BOX HEIGHT) IN MM BOX H mm B mm ARMOUR TYPE ALU 39 137** 137 137 1560 1170 1440 165 165 165 2390 2200 2280 180 180 180 2950 3060 2790 205 205 205 4320 4740 4050 ** it is not possible to install a mosquito net Ø 40 Ø 50 Ø 60 UNIVERSAL SHAPE Suitable for many architectural projects.,"""137, 138, 165, 166, 205, 206, 180, 182, SK-45, 34, 35, EXTERNAL ADAPTIVE ROLLER SHUTTER - Maximum roller shutter height (sum of window height and box height) in mm:",ita_Latn,eng_Latn,pdf_mining,en
"In short, they offer comfort, environmental protection and value retention all in one.","In short, they provide comfort, environmental protection, and value retention all in one.",ita_Latn,eng_Latn,pdf_mining,en
"In short, they offer comfort, environmental protection and value retention all in one.","En résumé, ils offrent confort, protection environnementale et rétention de la valeur en un seul trait.",ita_Latn,fra_Latn,pdf_mining,en
"In short, they offer comfort, environmental protection and value retention all in one.","En resumen, ofrecen confort, protección ambiental y retención de valor en uno solo.",ita_Latn,spa_Latn,pdf_mining,en
"In coordination with the electrical engineer, HELLA takes over the pre-confi guration and commissioning of the sun protection systems.","In collaboration with the electrical engineer, HELLA assumes the pre-configuration and commissioning of the sun protection systems.",ita_Latn,eng_Latn,pdf_mining,en
"An insect screen, which can be integrated into the roller shutter box, is one of our innovative system solutions.","A bug screen, which can be installed into the roller shutter box, is one of our innovative system solutions.",ita_Latn,eng_Latn,pdf_mining,en
This product world was created for long- term value retention of existing buildings.,This product is designed for long-term value retention of existing buildings.,ita_Latn,eng_Latn,pdf_mining,en
"It ranges from a wide selection of standard RAL colors to highly weatherproof HWF colors and 1000 COLORS, with which every color you could possibly imagine can be brought to life.","It covers a wide range of standard RAL colors, as well as highly weather-resistant HWF colors and 1000 different colors, allowing for the creation of any color imaginable.",ita_Latn,eng_Latn,pdf_mining,en
"It ranges from a wide selection of standard RAL colors to highly weatherproof HWF colors and 1000 COLORS, with which every color you could possibly imagine can be brought to life.","Il s'agit d'une large gamme de couleurs RAL standard, de couleurs HWF résistantes à l'intempérie et de 1000 couleurs différentes, ce qui permet de donner vie à toute couleur imaginable.",ita_Latn,fra_Latn,pdf_mining,en
"It ranges from a wide selection of standard RAL colors to highly weatherproof HWF colors and 1000 COLORS, with which every color you could possibly imagine can be brought to life.","Se trata de un amplio rango de colores RAL estándar, de colores HWF resistentes a la intempiedad y de 1000 colores diferentes, lo que permite dar vida a cualquier color imaginable.",ita_Latn,spa_Latn,pdf_mining,en
Simply install (have installed) and even enjoy lower expenses with an elegant look.,"With a simple installation, even enjoy lower costs and an elegant look.",ita_Latn,eng_Latn,pdf_mining,en
"width [mm] – single unit 5,000 (motor/crank) 5,000 (motor) max.","Width [mm] – Single unit: 5,000 (for motor/crank), 5,000 (for motor) max.",ita_Latn,eng_Latn,pdf_mining,en
AURA wireless wall-mounted transmitter with timer Available in one or two-channel versions.,AURA wireless wall-mounted transmitter is available with a timer in one or two-channel versions.,ita_Latn,eng_Latn,pdf_mining,en
"height [mm] 4,200 (motor/crank) 5,200 (crank/motor) max.","Height (motor/crank) max: 4,200mm, (crank/motor) max: 5,200mm",ita_Latn,eng_Latn,pdf_mining,en
Leadership in the Sector.,Leadership in the sector.,ita_Latn,eng_Latn,pdf_mining,en
"A Kömmerling window is in a class of its own with its excellent quality and functionality, as well as its compelling design and the comfort it gives occupants.","A Kömmerling window stands out on its own with its superior quality, functionality, attractive design, and comfort it provides to its occupants.",ita_Latn,eng_Latn,pdf_mining,en
"A Kömmerling window is in a class of its own with its excellent quality and functionality, as well as its compelling design and the comfort it gives occupants.","Une fenêtre Kömmerling est unique par son excellente qualité et fonctionnalité, ainsi que par sa décorative design et la confort qu'elle offre aux occupants.",ita_Latn,fra_Latn,pdf_mining,en
"A Kömmerling window is in a class of its own with its excellent quality and functionality, as well as its compelling design and the comfort it gives occupants.","Una ventana Kömmerling está en una clase propia gracias a su excelente calidad, funcionalidad, atractivo diseño y la comodidad que ofrece a sus ocupantes.",ita_Latn,spa_Latn,pdf_mining,en
Fixing Locations Mechanical frame fixings should be positioned in accordance with the details shown in fig.3 • Not less than 150mm and no greater than 250mm from corner joints and transom/mullion centre lines • Intermediate fixings at maximum 600mm centres • A minimum of two mechanical fixings per jamb should be provided • Coupled frames should be carefully aligned during fixing and secured at the prescribed distance from the corner.,"Mechanical frame fixings should be positioned as indicated in figure 3. The minimum distance from corner joints and transom/mullion center lines is 150mm, and the maximum distance is 250mm. Intermediate fixings should not be more than 600mm apart. A minimum of two mechanical fixings per jamb is required. For coupled frames, careful alignment during fixing is necessary, and they should be secured at the prescribed distance from the corner.",ita_Latn,eng_Latn,pdf_mining,en
Fixing Locations Mechanical frame fixings should be positioned in accordance with the details shown in fig.3 • Not less than 150mm and no greater than 250mm from corner joints and transom/mullion centre lines • Intermediate fixings at maximum 600mm centres • A minimum of two mechanical fixings per jamb should be provided • Coupled frames should be carefully aligned during fixing and secured at the prescribed distance from the corner.,Les fixations mécaniques du cadre doivent être positionnées selon les détails figurés sur la figure 3. La distance minimale des jointures de coin et des lignes centres de transom/mullion ne doit pas être inférieure à 150 mm et ne doit pas excéder 250 mm. Les fixations intermédiaires ne doivent pas,ita_Latn,fra_Latn,pdf_mining,en
"Ever since, heroal has continuously expended its assortment of high-quality and versatile roller shutter systems.","Ever since, Heroal has continually expanded its range of high-quality and versatile roller shutter systems.",ita_Latn,eng_Latn,pdf_mining,en
"Ever since, heroal has continuously expended its assortment of high-quality and versatile roller shutter systems.","Depuis toujours, Heroal a continuuellement étendu sa gamme de systèmes de volets roulants de haute qualité et polyvalents.",ita_Latn,fra_Latn,pdf_mining,en
"Ever since, heroal has continuously expended its assortment of high-quality and versatile roller shutter systems.","Desde entonces, Heroal ha ido en expandiendo continuamente su gama de sistemas de rollo de persianas de alta calidad y versátiles.",ita_Latn,spa_Latn,pdf_mining,en
"This generation of window and door systems, for example, offers groundbreaking functionality and excellent insulating values.",This generation of window and door systems offers revolutionary functionality and excellent insulating values.,ita_Latn,eng_Latn,pdf_mining,en
"This generation of window and door systems, for example, offers groundbreaking functionality and excellent insulating values.",Cette génération de systèmes de fenêtres et de portes offre une fonctionnalité révolutionnaire et excellents valeurs d'isolation.,ita_Latn,fra_Latn,pdf_mining,en
"This generation of window and door systems, for example, offers groundbreaking functionality and excellent insulating values.",Esta generación de sistemas de ventanas y puertas ofrece una funcionalidad revolucionaria y valores de aislamiento excelentes.,ita_Latn,spa_Latn,pdf_mining,en
"They combine architectural design free- dom with security, comfort and maximum energy-­ efficiency.","They combine architectural design for freedom with security, comfort, and maximum energy efficiency.",ita_Latn,eng_Latn,pdf_mining,en
"They combine architectural design free- dom with security, comfort and maximum energy-­ efficiency.","Ils combinent le design architectural pour la liberté avec la sécurité, le confort et l'efficacité énergétique maximale.",ita_Latn,fra_Latn,pdf_mining,en
"They combine architectural design free- dom with security, comfort and maximum energy-­ efficiency.","Combinen el diseño arquitectónico para la libertad con seguridad, conforto y energía eficiencia máxima.",ita_Latn,spa_Latn,pdf_mining,en
This wedges in and holds the curtain down when attempting to push the roller shutter up.,This wedges in and keeps the curtain down when trying to lift the roller shutter.,ita_Latn,eng_Latn,pdf_mining,en
"The motor has overload protection, obstacle and icing detection, and wireless control.","The motor is equipped with overload protection, obstacle detection, and wireless control.",ita_Latn,eng_Latn,pdf_mining,en
Fix it with a screw if necessary.,"""Fix it with a screw if needed.""",ita_Latn,eng_Latn,pdf_mining,en
"3) Dependent on the inspection opening, for which there is a choice of 80 mm or 100 mm.","Dependent on the inspection opening, which can be chosen between 80 mm and 100 mm.",ita_Latn,eng_Latn,pdf_mining,en
BODY CREAM The wide selection of end plug colours for the lower guides makes it easy to match them to the colour of the window joinery.,"""Body Cream: The wide range of end plug colors for the lower guides allows for an easy match with the window joinery's color.""",ita_Latn,eng_Latn,pdf_mining,en
BODY CREAM The wide selection of end plug colours for the lower guides makes it easy to match them to the colour of the window joinery.,"""Crème Corps : La grande sélection de couleurs de bouchons de fin de guide inférieur permet une correspondance facile avec la couleur de la jointerie des fenêtres.""",ita_Latn,fra_Latn,pdf_mining,en
BODY CREAM The wide selection of end plug colours for the lower guides makes it easy to match them to the colour of the window joinery.,"""Crema Corporal: El amplio rango de colores de tapa de fin de guías inferiores permite una fácil correspondencia con el color de la carpintería de las ventanas.""",ita_Latn,spa_Latn,pdf_mining,en
"As a technology leader, we believe that quality means more efficiency, more reliability and more performance – solutions that are „SIMPLY.","As a technology leader, we believe that quality means more efficiency, more reliability, and more performance – solutions that are ""SIMPLY"" put.",ita_Latn,eng_Latn,pdf_mining,en
"As a technology leader, we believe that quality means more efficiency, more reliability and more performance – solutions that are „SIMPLY.","En tant que leader de la technologie, nous croyons que la qualité signifie plus d'efficacité, plus de fiabilité et plus de performance – des solutions ""SIMPLEMENT"" parle.",ita_Latn,fra_Latn,pdf_mining,en
"As a technology leader, we believe that quality means more efficiency, more reliability and more performance – solutions that are „SIMPLY.","Como líder de la tecnología, creemos que la calidad significa más eficiencia, más fiabilidad y más rendimiento – soluciones ""SIMPLEMENTE"" dichas.",ita_Latn,spa_Latn,pdf_mining,en
"Commeo Send 1 can be programmed for several receivers, so that a group of receivers can be controlled by one transmitter.","""Commeo Send 1 can be programmed to control multiple receivers, allowing one transmitter to manage a group of receivers.""",ita_Latn,eng_Latn,pdf_mining,en
"Commeo Send 1 can be programmed for several receivers, so that a group of receivers can be controlled by one transmitter.","""Commeo Send 1 peut être programmé pour plusieurs récepteurs, de sorte qu'un transmetteur peut contrôler un groupe de récepteurs.""",ita_Latn,fra_Latn,pdf_mining,en
"Commeo Send 1 can be programmed for several receivers, so that a group of receivers can be controlled by one transmitter.","""Commeo Send 1 puede programarse para controlar varios receptores, permitiendo que un transmisor maneje un grupo de receptores.""",ita_Latn,spa_Latn,pdf_mining,en
Using EPDM rubber gaskets conserves precious energy and ensures a lasting seal for your windows.,Using EPDM rubber gaskets saves energy and ensures a lasting seal for your windows.,ita_Latn,eng_Latn,pdf_mining,en
The trend colours form the basis of the heroal Ready colour variety.,The trend colors form the basis of Heroal Ready color palette.,ita_Latn,eng_Latn,pdf_mining,en
Yet the benefits of KömaCel® are highly regarded in all areas in the industrial and building sector as well.,The benefits of KömaCel® are widely recognized in all sectors of industry and building as well.,ita_Latn,eng_Latn,pdf_mining,en
"> Page 16 heroal panel systems offer maximum flexibility for every installation situation and every application with a variety of shapes, sizes and colours - as well as providing exceptional stability.","Page 16 heroal panel systems offer maximum flexibility for every installation situation and application with various shapes, sizes, and colors, as well as exceptional stability.",ita_Latn,eng_Latn,pdf_mining,en
"> Page 16 heroal panel systems offer maximum flexibility for every installation situation and every application with a variety of shapes, sizes and colours - as well as providing exceptional stability.","Les panneaux système heroal Page 16 offrent la maxime flexibilité pour chaque situation d'installation et chaque application grâce à une variété de formes, tailles et couleurs, ainsi qu'une excellente stabilité.",ita_Latn,fra_Latn,pdf_mining,en
"> Page 16 heroal panel systems offer maximum flexibility for every installation situation and every application with a variety of shapes, sizes and colours - as well as providing exceptional stability.","Los sistemas de paneles heroal en página 16 ofrecen la máxima flexibilidad para cada situación de instalación y aplicación gracias a una variedad de formas, tamaños y colores, además de una estabilidad sofisticada.",ita_Latn,spa_Latn,pdf_mining,en
System description Box sizes [mm] Revision [mm] bottom inside Exte Expert XT 165 x 220 63 145 Exte Expert XT 220 x 255 100 200 Exte Elite XT 240 x 255 102 200 Exte Neo XT 250 x 240 65 - Exte Neo XT 260 x 270 92 - Exte Neo XT 290 x 270 92 -,"""Box sizes for System Description [mm]: Exte Expert XT - 165 x 220, 63 mm; Exte Expert XT - 220 x 255, 100 mm; Exte Elite XT - 240 x 255, 102 mm; Exte Neo XT - 250 x 240, 65 mm; Exte Neo XT - 260 x 270, 92 mm; Exte Neo XT - 290 x 270, 92 mm.""",ita_Latn,eng_Latn,pdf_mining,ca
The packaged sheets may not be exposed to weathering effects and direct sunlight.,The packaged sheets should not be exposed to weathering effects or direct sunlight.,ita_Latn,eng_Latn,pdf_mining,en
"heroal Ready prefabricated elements | 11 10 | heroal Ready prefabricated elements Picture credits: Page 12: Studio Blickfang | page 12: Christian Weinreich Fotografie heroal Ready RD 55 heroal Ready RD 75 Box system Roll-shaped front-mounted box Roll-shaped front-mounted box Box shapes 45° 45° Box sizes [mm] GKSE 230 RT 300, RT 365 Max.","""heroal Ready prefabricated elements | 11-10 | heroal Ready prefabricated elements (Credit: Studio Blickfang, Christian Weinreich Fotografie)",ita_Latn,eng_Latn,pdf_mining,en
"heroal Ready prefabricated elements | 11 10 | heroal Ready prefabricated elements Picture credits: Page 12: Studio Blickfang | page 12: Christian Weinreich Fotografie heroal Ready RD 55 heroal Ready RD 75 Box system Roll-shaped front-mounted box Roll-shaped front-mounted box Box shapes 45° 45° Box sizes [mm] GKSE 230 RT 300, RT 365 Max.","""éléments préfabriqués heroal Ready | 11-10 | éléments préfabriqués heroal Ready (Crédit : Studio Blickfang, Christian Weinreich Photographie)",ita_Latn,fra_Latn,pdf_mining,en
Anti-fall device The ball bearing-mounted safety equipment catches and supports the curtain safely on all heroal roller door systems as an emergency measure in case of an uncontrolled unwinding.,Anti-fall device: The ball bearing-mounted safety equipment catches and supports the curtain safely on all heroal roller door systems as an emergency measure in case of an uncontrolled unwinding.,ita_Latn,eng_Latn,pdf_mining,en
Anti-fall device The ball bearing-mounted safety equipment catches and supports the curtain safely on all heroal roller door systems as an emergency measure in case of an uncontrolled unwinding.,Dispositif d'arrêt d'chute : L'équipement de sécurité monté sur roulements à billes arrête et soutient la voile de manière sûre sur tous les systèmes de porte rouleau heroal en cas de déroulement incontrôlé.,ita_Latn,fra_Latn,pdf_mining,en
Anti-fall device The ball bearing-mounted safety equipment catches and supports the curtain safely on all heroal roller door systems as an emergency measure in case of an uncontrolled unwinding.,Dispositivo anticaída: El equipo de seguridad montado en rodillos de rodamiento detiene y sostenía la cortina seguramente en todos los sistemas de puertas de rollo heroal en caso de desplazamiento incontrolado.,ita_Latn,spa_Latn,pdf_mining,en
The reasons for this are the use of triple glazing with weights of up to 40 kg/m2 and wall materials that are becoming increasingly delicate and porous.,The reasons are the use of triple glazing with a weight of up to 40 kg/m2 and walls made of increasingly lighter and more porous materials.,ita_Latn,eng_Latn,pdf_mining,en
A strengthening profile is included as a standard component across all widths for the heroal RG 90 roller grille system.,A reinforced profile is included as a standard feature across all widths for the heroal RG 90 rolling grille system.,ita_Latn,eng_Latn,pdf_mining,en
WSP GW / WSP GZ / WSP DM ALU guide for a mosquit net NPR-050 NPD-090 NPD-080 Bottom lath of mosquito net STANDARD FOR ADDITIONAL CHARGE ® TP1000K WITH MOSQUITO NET PVC 160 mm PA 39 ø 40+PZ50 PA 39 ø 40-rygiel PA 39 ø 60-rygiel PA 39 ø 60+PZ70 PA 39 ø 40-WB.,WSP-GW / WSP-GZ / WSP-DM ALU guide for NPR-050 NPD-090 NPD-080 mosquito net STANDARD FOR ADDITIONAL CHARGES ® TP1000K WITH PVC MOSQUITO NET 160 mm PA39 ø40 PZ50 PA39 ø40-rygiel PA39 ø60-rygiel PA39 ø60+PZ70 PA39 ø40-WB.,ita_Latn,eng_Latn,pdf_mining,en
WSP GW / WSP GZ / WSP DM ALU guide for a mosquit net NPR-050 NPD-090 NPD-080 Bottom lath of mosquito net STANDARD FOR ADDITIONAL CHARGE ® TP1000K WITH MOSQUITO NET PVC 160 mm PA 39 ø 40+PZ50 PA 39 ø 40-rygiel PA 39 ø 60-rygiel PA 39 ø 60+PZ70 PA 39 ø 40-WB.,[Guide de WSP-GW / WSP-GZ / WSP-DM ALU pour le réseau de moustiques NPR-050 NPD-090 NPD-080 - STANDARD DE COÛTS SUPPLÉMENTAIRES,ita_Latn,fra_Latn,pdf_mining,en
"Thanks to the optimal inter­ action between ROKA-THERM® XP and the matching side caps, in particular, very short delivery times are possible.","""Due to the optimal interaction between ROKA-THERM® XP and the corresponding side caps, very short delivery times can be achieved.""",ita_Latn,eng_Latn,pdf_mining,en
"Thanks to the optimal inter­ action between ROKA-THERM® XP and the matching side caps, in particular, very short delivery times are possible.","""Grâce à l'interaction optimale entre ROKA-THERM® XP et les couvercles adaptés, des temps de livraison très courts sont possibles.""",ita_Latn,fra_Latn,pdf_mining,en
"Thanks to the optimal inter­ action between ROKA-THERM® XP and the matching side caps, in particular, very short delivery times are possible.","""Gracias a la interacción óptima entre ROKA-THERM® XP y las tazas laterales correspondientes, son posibles tiempos de entrega muy cortos.""",ita_Latn,spa_Latn,pdf_mining,en
® OS2000 with mosquito net A TYPE OF INSTALLATION The whole shutter is mounted on the building facade.,The OS2000 system with mosquito net is installed in such a way that the entire shutter is mounted on the building facade.,ita_Latn,eng_Latn,pdf_mining,en
"In addition, ClimaTec Plus is available in light grey or black to match the colour of the window seals.","In addition, ClimaTec Plus is available in light grey or black to match the color of the window seals.",ita_Latn,eng_Latn,pdf_mining,en
Indeed its cost to performance ratio means that citizens of many income groups can enjoy these benefits.,Its cost-performance ratio makes these benefits accessible to people of various income levels.,ita_Latn,eng_Latn,pdf_mining,en
"At the same time, you are increasing the value of your property.","At the same time, you are increasing the value of your property.",ita_Latn,eng_Latn,pdf_mining,en
shows view from the inside Up-to-date technical data sheets are available in the technical portal at www.beck-heun.de Abrollprofil zwischen Führungen einpassen Elementbreite X4 35 60 35 60 Blendrahmen - 80 mm = Traversenlänge X1 X2 X3 Blendrahmen - 70 mm 40 40 Notch the roll-off crossbar Fit the roll-off crossbar between the guides 5 5 Element width - 80 mm = blind width Window frame - 70 mm Window frame - 80 mm = crossbar length Element width The dimension between the outer edge of the window frame and the groove bottom of the guide rail (standard version) must be 35 mm!,"The roll-off crossbar should be fitted between the guides. Element width is 80 mm, window frame width is 70 mm and 80 mm respectively. The length of the window frame is equal to the crossbar length. The dimension between the outer edge of the window frame and the bottom of the guide rail groove (standard version) should be 35 mm.",ita_Latn,eng_Latn,pdf_mining,en
shows view from the inside Up-to-date technical data sheets are available in the technical portal at www.beck-heun.de Abrollprofil zwischen Führungen einpassen Elementbreite X4 35 60 35 60 Blendrahmen - 80 mm = Traversenlänge X1 X2 X3 Blendrahmen - 70 mm 40 40 Notch the roll-off crossbar Fit the roll-off crossbar between the guides 5 5 Element width - 80 mm = blind width Window frame - 70 mm Window frame - 80 mm = crossbar length Element width The dimension between the outer edge of the window frame and the groove bottom of the guide rail (standard version) must be 35 mm!,"Le profil de décharge doit être intégré entre les guides. La largeur d'élément est de 80 mm, la largeur du cadre fenêtre est de 70 mm et 80 mm respectivement. La longueur du cadre fenêtre est égale à la longueur du profil de décharge. La distance entre l'extrémité extérieure du cadre fenêtre et le fond de la rainure de rail guidage (version standard) doit être de 3",ita_Latn,fra_Latn,pdf_mining,en
The static properties of the window elements remain unchanged by this.,The static properties of the window elements remain unchanged by this.,ita_Latn,eng_Latn,pdf_mining,en
The static properties of the window elements remain unchanged by this.,Les propriétés statiques des éléments de la fenêtre restent inchangées par cela.,ita_Latn,fra_Latn,pdf_mining,en
The static properties of the window elements remain unchanged by this.,Las propiedades estáticas de los elementos de la ventana restan invariables por esto.,ita_Latn,spa_Latn,pdf_mining,en
"It cannot be reproduced, in whole or in part, without explicit permission.",It cannot be reproduced in whole or in part without explicit permission.,ita_Latn,eng_Latn,pdf_mining,en
"In unserem Standardsortiment fi nden Sie die gängigsten Verpackungstypen, die in der Regel sofort ab Lager verfügbar sind.","In our catalog, you will find the most common packaging types, which are usually immediately available from stock.",ita_Latn,eng_Latn,pdf_mining,de
> Page 10 heroal guide rails are available in different encroachment and insert versions as well as with and without a distance to the window.,"Page 10 heroal guide rails are available in various encroachment and insert versions, as well as with and without a distance to the window.",ita_Latn,eng_Latn,pdf_mining,en
> Page 10 heroal guide rails are available in different encroachment and insert versions as well as with and without a distance to the window.,"Les raillets guide heroal page 10 sont disponibles dans différentes versions de surpassement et d'encastrement, ainsi qu'avec et sans une distance en rapport avec la fenêtre.",ita_Latn,fra_Latn,pdf_mining,en
> Page 10 heroal guide rails are available in different encroachment and insert versions as well as with and without a distance to the window.,"Los railes guía heroal de página 10 están disponibles en diferentes versiones de sobrepaso y de encastre, además con y sin una distancia respecto a la ventana.",ita_Latn,spa_Latn,pdf_mining,en
The small number of components help make the open installation particularly efficient.,The small number of components contributes to the efficiency of the open installation.,ita_Latn,eng_Latn,pdf_mining,en
36 - 48 Stück möglich / Karton je Lage: 6 Stück Carton per pallet: 30 pieces - max.,"""36-48 pieces per box / Pallet layout: 6 boxes per pallet: max. 30 pieces""",ita_Latn,eng_Latn,pdf_mining,de
"Numerous lamination options, the Kömmerling AcrylColor colour window profiles and different aluminium cladding possibilities offer many creative options.","Numerous lamination options, Kömmerling AcrylColor colour window profiles and various aluminium cladding possibilities offer numerous creative opportunities.",ita_Latn,eng_Latn,pdf_mining,en
"Numerous lamination options, the Kömmerling AcrylColor colour window profiles and different aluminium cladding possibilities offer many creative options.","De multiples options de laminage, les profiles de fenêtre en couleur AcrylColor de Kömmerling et différentes possibilités de revêtement en aluminium offrent de multiples options créatives.",ita_Latn,fra_Latn,pdf_mining,en
"Numerous lamination options, the Kömmerling AcrylColor colour window profiles and different aluminium cladding possibilities offer many creative options.","Numerosas opciones de laminado, las perfiles de ventana de color AcrylColor de Kömmerling y distintas posibilidades de recubrimiento de aluminio ofrecen numerosas opciones creativas.",ita_Latn,spa_Latn,pdf_mining,en
"That is why we can offer only high-quality products based on modern systems, innovative technologies and components from reliable suppliers appreciated by customers around the world.","""This enables us to provide only top-notch products, based on contemporary systems, cutting-edge technologies, and components from globally recognized suppliers.""",ita_Latn,eng_Latn,pdf_mining,en
"That is why we can offer only high-quality products based on modern systems, innovative technologies and components from reliable suppliers appreciated by customers around the world.","""C'est pourquoi nous pouvons offrir uniquement des produits de haute qualité, basés sur des systèmes modernes, sur des technologies innovantes et sur des composants fournis par des fournisseurs appréciés des clients dans le monde entier.""",ita_Latn,fra_Latn,pdf_mining,en
"That is why we can offer only high-quality products based on modern systems, innovative technologies and components from reliable suppliers appreciated by customers around the world.","""Por esa razón, podemos ofrecer solo productos de alta calidad, basados en sistemas modernos, en tecnologías innovadoras y en componentes suministrados por proveedores reconocidos en todo el mundo.""",ita_Latn,spa_Latn,pdf_mining,en
SEIT ÜBER 60 JAHREN STELLEN WIR INNOVATIVE PROFILE HER UND KÖNNEN UNS SOMIT ALS WIEGE DER THERMOPLASTISCHEN DICHTUNGSPROFILE BEZEICHNEN.,"For over 60 years, we have been producing innovative profiles and can therefore be referred to as the cradle of thermoplastic profile production.",ita_Latn,eng_Latn,pdf_mining,de
