source_text,target_text,source_lang,target_lang,origin
"Struttura ROKA-RUBO Materiale EPS 250 – λ = 0,035 W/(mK) – B1 Qualità testata e controllata Cavità riempimento calcestruzzo per ancoraggio architrave in alto Adatto a murature di ogni spessore Parte laterale isolata Profilo raccordo telaio per il fissaggio della finestra nel punto più alto dell’arco Predisposizione per intonaco a spruzzo e profilatura in obliquo per una migliore adesione dell’intonaco Arco esterno fornito di guida raccordo in alluminio (sporgenza 13 mm) e con raggio minore di 1,5 cm rispetto all’arco centrale (solo in archi tondi, funzione di copertura del profilo di chiusura della struttura) L’arco centrale (livello finestra) si trova dietro alla feritoia larga 5 o 11 cm Vano avvolgibile da 17 cm con M. da 24 cm e 21,5 cm con M. da 30/36,5 cm Faccia attenzione alle norme sull’intonaco: DIN 18 550 parte 1: descrizione dell’intonaco e prestazioni richieste DIN 18 550 parte 2: intonaco-intonaci da malte con leganti minerali e preparazione Realizzazione dei telai della finestra L’attacco del telaio della finestra a partire da una larghezza di 1,26 m deve essere generalmente rinforzato nella zona dell’arco.","ROKA-RUBO Structure ⋅ Material: EPS 250 – λ = 0.035 W/(mK) – B1 ⋅ Tested and certified quality ⋅ Concrete-filled cavity for architrave anchoring at the top ⋅ Suitable for walls of any thickness ⋅ Insulated side ⋅ Steel frame connection profile for window fixing at the highest point of the arch ⋅ Preparation for spray rendering and oblique profiling for better adhesion of the rendering ⋅ External arch provided with aluminum guide connection (protrusion 13 mm) and with a smaller radius of 1.5 cm compared to the central arch (only for round arches, function of covering the closure profile of the structure) ⋅ Central arch (window level) located behind a 5 or 11 cm wide opening ⋅ Wrap-around gap of 17 cm with",ita_Latn,eng_Latn,pdf_mining
"= altezza arco interno 16 ROKA-RUBO EXKLUSIV Arco tondo per muratura intonacata ROKA-RUBO EXKLUSIV WDVS Arco tondo per facciata con rivestimento termico a cappotto ROKA-RUBO EXKLUSIV CLINKER Arco tondo per muratura in clinker ROKA-RUBO EXKLUSIV Arco ribassato Arco ribassato per tutte le murature 45 220 90 235 120 355 15 370 220 40 13 70 50 40 Muratura possibile a partire da 240 Altezza arco 125 Misura libera 125 Misura finita 235 120 Altezza arco Altezza complessiva 125 Misura libera 125 Misura finita 230 125 Altezza arco Altezza complessiva 125 125 45 220 90 235 120 355 15 370 220 10 70 50 10 Muratura possibile a partire da 240 Altezza arco 125 Misura libera 125 Misura finita 235 120 Altezza arco Altezza complessiva 125 Misura libera 125 Misura finita 230 125 Altezza arco Altezza complessiva 125 125 45 220 90 235 120 220 70 50 Muratura possibile a partire da 240 Altezza arco 125 Misura libera 125 Misura finita 235 120 Altezza arco Altezza complessiva 125 Misura libera 125 Misura finita 230 125 Altezza arco Altezza complessiva 125 125 45 220 90 235 120 355 15 370 220 40 13 70 50 40 Muratura possibile a partire da 240 Altezza arco 125 Misura libera 125 Misura finita 235 120 Altezza arco Altezza complessiva 125 Misura libera 125 Misura finita 230 125 Altezza arco Altezza complessiva 125 125 Arco tondo o ribassato con 12,5 cm di appoggio muratura per lato Muratura da 24 a 49 cm Con ispezione su lato ambiente Misura bordo superiore dell’arco (arco centrale) fino al bordo superiore 35,5 cm Facciata con rivestimento termico a cappotto (WDVS) con 10 mm di copertura in Phonoterm e profilo di chiusura adattato fino a 100 mm di profondità Muratura in clinker, apertura frontale (arco in clinker meno 1,5 cm) ROKA-RUBO EXKLUSIV 17 45 220 90 235 120 355 15 370 220 40 13 70 110 40 Muratura possibile a partire da 240 125 Misura libera 125 Misura finita 235 120 Altezza arco Altezza arco Altezza complessiva 125 Misura libera 125 Misura finita 230 125 Altezza arco Altezza complessiva 125 125 45 220 90 235 120 355 15 370 220 10 70 110 10 Muratura possibile a partire da 240 125 Misura libera 125 Misura finita 235 120 Altezza arco Altezza arco Altezza complessiva 125 Misura libera 125 Misura finita 230 125 Altezza arco Altezza complessiva 125 125 45 220 90 235 120 220 70 110 Muratura possibile a partire da 240 125 Misura libera 125 Misura finita 235 120 Altezza arco Altezza arco Altezza complessiva 125 Misura libera 125 Misura finita 230 125 Altezza arco Altezza complessiva 125 125 45 220 90 235 120 355 15 370 220 40 13 70 110 40 Muratura possibile a partire da 240 125 Misura libera 125 Misura finita 235 120 Altezza arco Altezza arco Altezza complessiva 125 Misura libera 125 Misura finita 230 125 Altezza arco Altezza complessiva 125 125 ROKA-RUBO EXKLUSIV-RG Arco tondo per muratura intonacata ROKA-RUBO EXKLUSIV WDVS-RG Arco tondo per facciata con rivestimento termico a cappotto ROKA-RUBO EXKLUSIV CLINKER-RG Arco tondo per muratura in clinker ROKA-RUBO EXKLUSIV arco ribassato RG Arco ribassato per tutte le murature Arco tondo o ribassato con 12,5 cm di appoggio muratura per lato Ispezione con vano disponibile pari a 11 cm Muratura da 24 a 49 cm Misura bordo superiore dell’arco (arco centrale) fino al bordo superiore di 35,5 cm Guide di scorrimento e copertura calotta esterna disponibili come accessori in alluminio: naturale, bianco (RAL 9016) o in altri colori RAL Facciata con rivestimento termico a cappotto (WDVS) con 10 mm di copertura in Phonoterm e profilo di chiusura adattato fino a 100 mm di profondità Muratura in clinker, apertura frontale (arco in clinker meno 1,5 cm) ROKA-RUBO EXKLUSIV-RG 18 L’elemento isolante per cassonetti in aggetto ROKA-TWIN Con il sistema ROKA-TWIN Beck+Heun offre un elemento a costruzione leggera ottimale e speciale per tutti i comuni cassonetti per avvolgibili in aggetto.",= Height of internal arch 16 ROKA-RUBO EXCLUSIVE Round arch for intonacated masonry ROKA-RUBO EXCLUSIVE Round arch for facade with thermal insulation WDVS ROKA-RUBO EXCLUSIVE Round arch for masonry in clinker ROKA-RUBO EXCLUSIVE Sunken arch Sunken arch for all masonries 45 220 90 235 120 355 15 370 220 40 13 70 50 40 Masonry possible starting from 240 Height of arch 125 Free width 125 Finished width 235 120 Height of arch Height of overall arch 125 Free width 12,ita_Latn,eng_Latn,pdf_mining
"Tutto ciò di cui ha bisogno il cassonetto di un avvolgibile ACCESSORI Guide I nostri sistemi di guide, alcuni anche brevettati, per i nostri sistemi con profilo di copertura esterno e per i nostri cassonetti per avvolgibili (RG) chiusi su lato ambiente.","""Our roll-up systems require all the following: some accessories for our systems with external covering profiles and for our roll-up boxes (RG) with side environment closure.""",ita_Latn,eng_Latn,pdf_mining
"Tutto ciò di cui ha bisogno il cassonetto di un avvolgibile ACCESSORI Guide I nostri sistemi di guide, alcuni anche brevettati, per i nostri sistemi con profilo di copertura esterno e per i nostri cassonetti per avvolgibili (RG) chiusi su lato ambiente.","""Nos systèmes de roulement exigent tous les accessoires suivants : certains pour nos systèmes à profil de couverture extérieur et pour nos boîtes à roulement (RG) fermées côté environnement.""",ita_Latn,fra_Latn,pdf_mining
"Tutto ciò di cui ha bisogno il cassonetto di un avvolgibile ACCESSORI Guide I nostri sistemi di guide, alcuni anche brevettati, per i nostri sistemi con profilo di copertura esterno e per i nostri cassonetti per avvolgibili (RG) chiusi su lato ambiente.","""Nuestros sistemas de rodillos necesitan todos los siguientes accesorios: algunos para nuestros sistemas con perfil de cubierta exterior y para nuestras cajas de rodillos (RG) cerradas por el lado ambiente.""",ita_Latn,spa_Latn,pdf_mining
"Indipendentemente dalla struttura della facciata o dalla misura della muratura, da noi è possibile trovare il sistema giusto per ogni stile.","Regardless of the facade structure or the thickness of the masonry, we can find the right system for every style.",ita_Latn,eng_Latn,pdf_mining
"Nella variante Platinum, di norma inclusa alla consegna di cassonetti RG, le lamiere profilate in acciaio rinforzano la struttura di base, fornendo una rigidità ancora maggiore.","In the Platinum version, which is usually included in the delivery of RG cabinets, the profiled steel sheets reinforce the basic structure, providing even greater rigidity.",ita_Latn,eng_Latn,pdf_mining
"Nella variante Platinum, di norma inclusa alla consegna di cassonetti RG, le lamiere profilate in acciaio rinforzano la struttura di base, fornendo una rigidità ancora maggiore.","Dans la version Platinum, qui est généralement livrée avec les boîtes RG, les feuilles profilées en acier renforcent la structure de base, offrant une rigidité supplémentaire.",ita_Latn,fra_Latn,pdf_mining
"Nella variante Platinum, di norma inclusa alla consegna di cassonetti RG, le lamiere profilate in acciaio rinforzano la struttura di base, fornendo una rigidità ancora maggiore.","En la versión Platinum, que normalmente se incluye en la entrega de los estantes RG, las hojas perfiladas de acero refuerzan la estructura básica, ofreciendo una rigidez adicional.",ita_Latn,spa_Latn,pdf_mining
Con gli avvolgibili chiusi si determina una protezione acustica aggiuntiva che abbassa considerevol- mente il livello di rumore.,"With the enclosures closed, additional acoustic protection is determined, significantly reducing the noise level.",ita_Latn,eng_Latn,pdf_mining
Con gli avvolgibili chiusi si determina una protezione acustica aggiuntiva che abbassa considerevol- mente il livello di rumore.,"Avec les enclosures fermées, une protection acoustique supplémentaire est déterminée, réduisant considérablement le niveau de bruit.",ita_Latn,fra_Latn,pdf_mining
Con gli avvolgibili chiusi si determina una protezione acustica aggiuntiva che abbassa considerevol- mente il livello di rumore.,"Con las recubridas cerradas, se determina una protección acustica adicional que reduce considerablemente el nivel de ruido.",ita_Latn,spa_Latn,pdf_mining
I sistemi di Beck+Heun si integrano completamente alla facciata.,The Beck+Heun systems integrate completely with the facade.,ita_Latn,eng_Latn,pdf_mining
I sistemi di Beck+Heun si integrano completamente alla facciata.,Les systèmes Beck+Heun s'intègrent totalement à la façade.,ita_Latn,fra_Latn,pdf_mining
I sistemi di Beck+Heun si integrano completamente alla facciata.,Los sistemas Beck+Heun se integran completamente en la fachada.,ita_Latn,spa_Latn,pdf_mining
"ROKA-H è adatto alle murature di ogni misura, in particolare a quelle in calcestruzzo poroso.","ROKA-H is suitable for walls of any size, particularly those made of porous concrete.",ita_Latn,eng_Latn,pdf_mining
Guida di scorrimento Isolamento spalletta Profilo di raccordo spalletta Outside con isolamento spalletta bordo isolato Variante A Profilo di raccordo spalletta standard= 5 cm per circa 3 cm di isolamento Guida di scorrimento Profilo di raccordo spalletta Outside con isolamento spalletta bordo isolato Variante B Isolamento variabile fino a 10 cm D C 33 A innen außen 13 34 216 B 12 Il sistema intelligente con cassaforma integrata ROKA-H ROKA-H trova il suo utilizzo migliore presso costruttori autonomi e professionisti.,"""Isolation profile for backstop Guiding profile for backstop Outside isolation of backstop border Variant A: Standard backstop connection profile = 5 cm for about 3 cm of isolation Guiding profile for backstop Outside isolation of backstop border Variant B: Variable insulation up to 10 cm D C 33 A inward 13 34 216 B 12 The intelligent system with integrated formwork ROKA-H ROKA-H finds its best use with independent and professional constructors.""",ita_Latn,eng_Latn,pdf_mining
Guida di scorrimento Isolamento spalletta Profilo di raccordo spalletta Outside con isolamento spalletta bordo isolato Variante A Profilo di raccordo spalletta standard= 5 cm per circa 3 cm di isolamento Guida di scorrimento Profilo di raccordo spalletta Outside con isolamento spalletta bordo isolato Variante B Isolamento variabile fino a 10 cm D C 33 A innen außen 13 34 216 B 12 Il sistema intelligente con cassaforma integrata ROKA-H ROKA-H trova il suo utilizzo migliore presso costruttori autonomi e professionisti.,"""Profil de dissipation d'isolation Socle d'accrochage Guidage de profil d'isolation extérieur Isolation extérieure du bord de profil d'isolation Variante A: Profil de connexion de profil d'isolation standard = 5 cm environ 3 cm d'isolation Gu",ita_Latn,fra_Latn,pdf_mining
La finestra non può essere aperta a 90°.,The window cannot be opened to 90 degrees.,ita_Latn,eng_Latn,pdf_mining
La finestra non può essere aperta a 90°.,La fenêtre ne peut être ouverte que de 90°. (La fenêtre ne peut être ouverte à 90 degrees. - Literally: The window cannot be opened to 90 degrees.),ita_Latn,fra_Latn,pdf_mining
La finestra non può essere aperta a 90°.,La ventana no puede abrirse a 90 grados.,ita_Latn,spa_Latn,pdf_mining
Una funzionalità duratura è quindi assicurata.,"""Therefore, a durable function is ensured.""",ita_Latn,eng_Latn,pdf_mining
Beck+Heun mette a disposizione una vasta gamma di accessori di alta qualità per i cassonetti.,Beck+Heun makes a wide range of high-quality accessories available for cabinets.,ita_Latn,eng_Latn,pdf_mining
Beck+Heun mette a disposizione una vasta gamma di accessori di alta qualità per i cassonetti.,Beck+Heun met offre une large gamme d'accessoires de haute qualité pour les cabinets.,ita_Latn,fra_Latn,pdf_mining
Beck+Heun mette a disposizione una vasta gamma di accessori di alta qualità per i cassonetti.,Beck+Heun ofre una amplia gama de accesorios de alta calidad para los estantes.,ita_Latn,spa_Latn,pdf_mining
"La cassaforma interna ed esterna può essere adattata, su richiesta, alla rispettiva situazione costruttiva.","The inner and outer casing can be adapted, upon request, to the respective construction situation.",ita_Latn,eng_Latn,pdf_mining
L’architrave può essere facilmente gettato al di sopra del cassonetto.,The architrave can easily be placed above the cabinet.,ita_Latn,eng_Latn,pdf_mining
"Si consiglia una applicazione dell’isolamento, da parte del committente, di almeno 4 cm al di sopra del cassonetto.",It is recommended that the client applies an insulation layer of at least 4 cm above the cabinet.,ita_Latn,eng_Latn,pdf_mining
"ROKA-THERM nella muratura monolitica ROKA-THERM nel sistema composito di isolamento termico ROKA-THERM-RG in muratura monolitica ROKA-THERM-RG nel sistema composito di isolamento termico 34 E 31 B 27 D C A ø F 34 F E B 27 D C A 80 ø G 8 Lo specialista per muratura di rivestimento e con cappotto termico ROKA-VARIO Quando si tratta di muratura di rivestimento (variante clinker) oppure di sistemi compositi di isolamento termico (variante a cappotto (WDVS) con pannello esterno di particelle da 10 mm legato con cemento), ROKA-VARIO è il prodotto adatto.","In monolithic masonry, ROKA-THERM in ROKA-THERM-RG thermal insulation systems; for cladding masonry or thermal insulation composite systems (WDVS variant with external particle board panels 10mm cement-bound), ROKA-VARIO is the suitable product.",ita_Latn,eng_Latn,pdf_mining
"ROKA-THERM nella muratura monolitica ROKA-THERM nel sistema composito di isolamento termico ROKA-THERM-RG in muratura monolitica ROKA-THERM-RG nel sistema composito di isolamento termico 34 E 31 B 27 D C A ø F 34 F E B 27 D C A 80 ø G 8 Lo specialista per muratura di rivestimento e con cappotto termico ROKA-VARIO Quando si tratta di muratura di rivestimento (variante clinker) oppure di sistemi compositi di isolamento termico (variante a cappotto (WDVS) con pannello esterno di particelle da 10 mm legato con cemento), ROKA-VARIO è il prodotto adatto.","Pour la maçonnerie monolithique, ROKA-THERM dans les systèmes ROKA-THERM-RG de isolation thermique ; pour la maçonnerie de revêtement ou les systèmes composites d'isolation thermique (variante WDVS avec panneaux extérieurs de particules de 10 mm liés au ciment), ROKA-VARIO est le produit adapté.",ita_Latn,fra_Latn,pdf_mining
"ROKA-THERM nella muratura monolitica ROKA-THERM nel sistema composito di isolamento termico ROKA-THERM-RG in muratura monolitica ROKA-THERM-RG nel sistema composito di isolamento termico 34 E 31 B 27 D C A ø F 34 F E B 27 D C A 80 ø G 8 Lo specialista per muratura di rivestimento e con cappotto termico ROKA-VARIO Quando si tratta di muratura di rivestimento (variante clinker) oppure di sistemi compositi di isolamento termico (variante a cappotto (WDVS) con pannello esterno di particelle da 10 mm legato con cemento), ROKA-VARIO è il prodotto adatto.","En mampostería monolítica, ROKA-THERM en los sistemas ROK",ita_Latn,spa_Latn,pdf_mining
"Il sistema ROKA-TWIN è assemblato in forma di blocco, con cassaforma schiumata a trave circolare oppure architrave e con copertura bordi integrata, pensata per le sue esigenze personali.","The ROKA-TWIN system is assembled in the form of a block, with a foam-filled circular frame or architrave, and an integrated edge covering, designed for its personal needs.",ita_Latn,eng_Latn,pdf_mining
"Il sistema ROKA-TWIN è assemblato in forma di blocco, con cassaforma schiumata a trave circolare oppure architrave e con copertura bordi integrata, pensata per le sue esigenze personali.","Le système ROKA-TWIN est assemblé dans la forme d'un bloc, avec une armature en polyuréthane circulaire ou architrave, et une couverture de bords intégrée, conçu pour répondre à ses besoins personnels.",ita_Latn,fra_Latn,pdf_mining
"Il sistema ROKA-TWIN è assemblato in forma di blocco, con cassaforma schiumata a trave circolare oppure architrave e con copertura bordi integrata, pensata per le sue esigenze personali.","El sistema ROKA-TWIN se ensambla en forma de bloque, con armadura de espuma de poliuretano circular o arquitrabes, y con una cubierta de bordes integrada, diseñado para satisfacer sus necesidades personales.",ita_Latn,spa_Latn,pdf_mining
"L’immagine mostra ROKA-THERM in muratura monolitica 7 ROKA-THERM-RG ROKA-THERM-RG 24 ROKA-THERM-RG 28 ROKA-THERM-RG 30 ROKA-THERM-RG 34,5 ROKA-THERM-RG 36,5 A Larghezza cassonetto (mm) 240 280 300 345 365 B Altezza cassonetto (mm) 250 250 / 300 250 / 300 250 / 300 250 / 300 C Spessore lato interno (mm) 33 41 41 52 72 D Larghezza cuneo isolante (mm) 100 132 152 186 186 E Altezza cuneo isolante (mm) 25 25 / 35 25 / 35 25 / 35 25 / 35 F Altezza libera (mm) 191 191 / 231 191 / 231 191 / 231 191 / 231 G Vano avvolgibile (mm) 180 190 / 210 190 / 230 190 / 230 190 / 230 ROKA-THERM-RG Standard: rifinitura PLATINUM® con inserimento lamiera profilata in acciaio ROKA-THERM Ispezione dall’interno ROKA-THERM-RG Chiuso su lato ambiente ROKA-THERM ROKA-THERM 24 ROKA-THERM 28 ROKA-THERM 30 ROKA-THERM 34,5 ROKA-THERM 36,5 A Larghezza cassonetto (mm) 240 280 300 345 365 B Altezza cassonetto (mm) 250 250 / 300 250 / 300 250 / 300 250 / 300 C Spessore lato interno (mm) 33 41 41 52 72 D Larghezza libera (mm) 180 212 232 266 266 E Altezza libera (mm) 185 185 / 235 185 / 235 185 / 235 185 / 235 F Vano avvolgibile (mm) 185 185 / 212 185 / 232 185 / 235 185 / 235 ROKA-THERM Gabbia da 3 mm in acciaio integrata ROKA-THERM-PLATINUM® Rifinitura PLATINUM® con inserimento lamiera profilata in acciaio Attenzione: tutte le misure sono approssimative e sono soggette a tolleranza; i materiali naturali e i prodotti in polistirolo presentano per questo un diverso grado di raffreddamento e indurimento.","The image shows ROKA-THERM in monolithic masonry with the following dimensions: 240mm, 280mm, 300mm, 345mm, 365mm for width (A), and 250mm, 250mm/300mm, 250mm/300mm, 250mm/300mm, 250mm/300mm, 250mm/300mm for height (B). The inner side thickness is 33mm, 41mm, 41mm, 52mm, 72mm (C). The insulating cone dimensions are 100mm, 132mm, 152mm, 186mm, 186mm for width (D), and 25",ita_Latn,eng_Latn,pdf_mining
"Montati o sfusi proponiamo motori di alta qualità, con funzionamento meccanico semplice, oppure telecomandato.","We propose motors of high quality, with simple mechanical operation, or remotely controlled.",ita_Latn,eng_Latn,pdf_mining
"Montati o sfusi proponiamo motori di alta qualità, con funzionamento meccanico semplice, oppure telecomandato.","Nous proposons des moteurs de haute qualité, fonctionnant de manière mécanique simple, ou à télécommande.",ita_Latn,fra_Latn,pdf_mining
"Montati o sfusi proponiamo motori di alta qualità, con funzionamento meccanico semplice, oppure telecomandato.","Proponemos motores de alta calidad, con funcionamiento mecánico sencillo, o control remoto.",ita_Latn,spa_Latn,pdf_mining
La struttura della facciata e la misura della muratura non hanno nessuna importanza.,"""The structure of the facade and the measurement of the masonry have no significance.""",ita_Latn,eng_Latn,pdf_mining
"Materiale EPS 250 – λ = 0,035 W/(mK) – B1 Qualità testata e controllata Cavità riempimento calcestruzzo laterale e inferiore all’ancoraggio architrave Spessore di isolamento dell’architrave esterno e inferiore 6 cm, interno 3 cm  Dimensione blocchi isolanti secondo il modello di muratura oppure singolarmente adattabile Profilo di raccordo telaio per il fissaggio del telaio della finestra Adatto a ogni tipo di muratura Se necessario, imbotte muratura staccato ROKA-TWIN ROKA-TWIN TIPO A con cassaforma a travi circolare, spessore inferiore, interno ed esterno 6 cm ROKA-TWIN TIPO B con copertura bordi, spessore esterno cassaforma 6 cm ROKA-TWIN TIPO C Elemento a blocco Motori Beck+Heun lavora solamente con produttori rinomati e di qualità.","""Material EPS 250 – λ = 0.035 W/(mK) – B1: Tested and certified material – Lateral and inferior filling with concrete up to the architrave anchorage – External and inferior insulation thickness of the architrave is 6 cm, and 3 cm for the interior – Size of insulating blocks according to the masonry model or individually adjustable – Profiling for frame fixing – Suitable for any type of masonry – If required, detachable ROKA-TWIN ROKA-TWIN TYPE A with circular formwork, 6 cm thickness for the interior and exterior – ROKA-TWIN TYPE B with border covering, 6 cm thickness for the exterior frame – ROKA-TWIN TYPE C: Motorized block element works only with renowned and high-quality producers.""",ita_Latn,eng_Latn,pdf_mining
"Materiale EPS 250 – λ = 0,035 W/(mK) – B1 Qualità testata e controllata Cavità riempimento calcestruzzo laterale e inferiore all’ancoraggio architrave Spessore di isolamento dell’architrave esterno e inferiore 6 cm, interno 3 cm  Dimensione blocchi isolanti secondo il modello di muratura oppure singolarmente adattabile Profilo di raccordo telaio per il fissaggio del telaio della finestra Adatto a ogni tipo di muratura Se necessario, imbotte muratura staccato ROKA-TWIN ROKA-TWIN TIPO A con cassaforma a travi circolare, spessore inferiore, interno ed esterno 6 cm ROKA-TWIN TIPO B con copertura bordi, spessore esterno cassaforma 6 cm ROKA-TWIN TIPO C Elemento a blocco Motori Beck+Heun lavora solamente con produttori rinomati e di qualità.","""Matériau EPS",ita_Latn,fra_Latn,pdf_mining
"Ciò può avvenire nella zona riservata agli elementi in materiale plastico con un rinforzo in acciaio nel profilo del cassonetto (variante A) oppure attraverso un ulteriore rinforzo esterno (variante B), dove il medesimo dovrebbe essere doppiamente tassellato nella zona laterale.","This can occur in the plastic element's compartment with a steel reinforcement in the container's profile (variant A) or through an additional external reinforcement (variant B), where it should be double-bolted in the lateral area.",ita_Latn,eng_Latn,pdf_mining
"Ciò può avvenire nella zona riservata agli elementi in materiale plastico con un rinforzo in acciaio nel profilo del cassonetto (variante A) oppure attraverso un ulteriore rinforzo esterno (variante B), dove il medesimo dovrebbe essere doppiamente tassellato nella zona laterale.","Cela peut se produire dans la zone réservée aux éléments en matériau plastique avec une renforcement en acier dans le profil du boîtier (variante A) ou en passant par une renforcement supplémentaire extérieur (variante B), où il devrait être doublé de vis dans la zone latérale.",ita_Latn,fra_Latn,pdf_mining
"Ciò può avvenire nella zona riservata agli elementi in materiale plastico con un rinforzo in acciaio nel profilo del cassonetto (variante A) oppure attraverso un ulteriore rinforzo esterno (variante B), dove il medesimo dovrebbe essere doppiamente tassellato nella zona laterale.","Esto puede ocurrir en la zona reservada para los elementos en material plástico con una refuerzo de acero en el perfil del contenedor (variante A) o a través de un refuerzo adicional externo (variante B),",ita_Latn,spa_Latn,pdf_mining
Cassonetti Beck+Heun sono muniti di gabbie robuste.,"""Beck+Heun Cassettes are equipped with robust cages.""",ita_Latn,eng_Latn,pdf_mining
È possibile ordinare ROKA-THERM con ispezione interna oppure chiuso su lato ambiente (RG) per un maggiore isolamento termico.,You can order ROKA-THERM with internal inspection or sealed on the environmental side (RG) for better thermal insulation.,ita_Latn,eng_Latn,pdf_mining
È possibile ordinare ROKA-THERM con ispezione interna oppure chiuso su lato ambiente (RG) per un maggiore isolamento termico.,Vous pouvez commander ROKA-THERM avec inspection intérieure ou scellé du côté environnemental (RG) pour une meilleure isolation thermique.,ita_Latn,fra_Latn,pdf_mining
È possibile ordinare ROKA-THERM con ispezione interna oppure chiuso su lato ambiente (RG) per un maggiore isolamento termico.,Puedes pedir ROKA-THERM con inspección interior o sellado en el lado ambiental (RG) para una mejor aislamiento termico.,ita_Latn,spa_Latn,pdf_mining
"Al di sopra della finestra, il cassonetto rivolto verso l’interno è completamente isolato e viene adattato alla struttura della parete corrispondente.","Above the window, the recessed box is completely insulated and is adapted to the structure of the corresponding wall.",ita_Latn,eng_Latn,pdf_mining
"Al di sopra della finestra, il cassonetto rivolto verso l’interno è completamente isolato e viene adattato alla struttura della parete corrispondente.","Au-dessus de la fenêtre, le boîtier incliné est totalement isolé et est adapté à la structure du mur correspondant.",ita_Latn,fra_Latn,pdf_mining
"Al di sopra della finestra, il cassonetto rivolto verso l’interno è completamente isolato e viene adattato alla struttura della parete corrispondente.","Por encima de la ventana, el armario receso está completamente aislado y se adapta a la estructura de la pared correspondiente.",ita_Latn,spa_Latn,pdf_mining
"Oscuramento eccezionale Gli avvolgibili offrono, oltre alla protezione dal sole, anche una ottimale protezione dal calore, poiché tra finestra e tapparella si crea una intercapedine d’aria fortemente isolante.","Exceptional Darkening, The Roll-down Blinds Offer, Besides Sun Protection, Also Optimal Insulation as an Air Pocket is Created Between the Window and the Shade.",ita_Latn,eng_Latn,pdf_mining
"Oscuramento eccezionale Gli avvolgibili offrono, oltre alla protezione dal sole, anche una ottimale protezione dal calore, poiché tra finestra e tapparella si crea una intercapedine d’aria fortemente isolante.","Obscurcment exceptionnel, les volets roulants offrent, outre la protection contre le soleil, une excellente isolation thermique car une poche d'air fortement isolante est créée entre la fenêtre et la voile.",ita_Latn,fra_Latn,pdf_mining
"Oscuramento eccezionale Gli avvolgibili offrono, oltre alla protezione dal sole, anche una ottimale protezione dal calore, poiché tra finestra e tapparella si crea una intercapedine d’aria fortemente isolante.","Oscurecimiento exceptional, las cortinas desplazables ofrecen, además de la protección del sol, una excelente aislamiento térmica, ya que se crea una capa de aire fuertemente aislante entre la ventana y la cortina.",ita_Latn,spa_Latn,pdf_mining
"I cassonetti per avvolgibili a construzione leggera ROKA di Beck+Heun integrabili alla facciata 2 Oltre alla protezione dal sole, dalla pioggia, dal rumore e dagli sguardi indiscreti di estranei, le avvolgibili devono soddisfare un grande numero di esigenze.","""Roka light-construction roll-up cassettes by Beck+Heun, integrable into the facade with a width of 2 units. Besides protection from the sun, rain, noise, and curious glances of strangers, the roll-up units must meet a great number of requirements.""",ita_Latn,eng_Latn,pdf_mining
"I cassonetti per avvolgibili a construzione leggera ROKA di Beck+Heun integrabili alla facciata 2 Oltre alla protezione dal sole, dalla pioggia, dal rumore e dagli sguardi indiscreti di estranei, le avvolgibili devono soddisfare un grande numero di esigenze.","""Les rideaux pliables Roka à construction légère de Beck+Heun intégrables dans la façade, largeurs de 2 unités. En plus de la protection du soleil, de la pluie, du bruit et des regards indiscrets des étrangers, les rideaux pliables doivent répondre à une grande variété de besoins.""",ita_Latn,fra_Latn,pdf_mining
"I cassonetti per avvolgibili a construzione leggera ROKA di Beck+Heun integrabili alla facciata 2 Oltre alla protezione dal sole, dalla pioggia, dal rumore e dagli sguardi indiscreti di estranei, le avvolgibili devono soddisfare un grande numero di esigenze.","""Cubiertos pliables Roka de Beck+Heun de construcción ligera, integrables en la fachada, anchos de 2 unidades. Además de la",ita_Latn,spa_Latn,pdf_mining
